month_partition;watch_date;channelname;content_playback_type;daily_total_minute;nr_unique_viewers
202601;2026-01-01;BBC Earth;LTV;163974,13;4413
202601;2026-01-01;Brazzers TV;LTV;29304,38;3768
202601;2026-01-01;Das Erste;LTV;26797,96;509
202601;2026-01-01;Doku TV;LTV;229392,07;9235
202601;2026-01-01;France 24 francuski;LTV;4724,54;243
202601;2026-01-01;Hayat;CUTV;11823,64;273
202601;2026-01-01;RAI 3;LTV;11393,26;346
202601;2026-01-01;SK 5;LTV;23995,66;1210
202601;2026-01-01;Toon Kids;CUTV;5728,66;219
202601;2026-01-02;Cinestar Comedy & Family;CUTV;92112,36;1340
202601;2026-01-02;Daystar;LTV;1424,56;125
202601;2026-01-02;History;CUTV;44846,76;866
202601;2026-01-02;Kanal Ri;CUTV;2411,2;139
202601;2026-01-02;Libertas TV;LTV;168697,21;3768
202601;2026-01-02;Nick Jr.;IR;7028,16;171
202601;2026-01-02;Pink Film;LTV;15100,3;344
202601;2026-01-02;RTL njemački;LTV;23643,24;317
202601;2026-01-02;SK 6;LTV;36542,96;1816
202601;2026-01-02;Sportska Televizija;LTV;2317807,02;27885
202601;2026-01-02;TV Zapad;LTV;212573,71;5448
202601;2026-01-03;Cinestar Fantasy;CUTV;83899,6;1228
202601;2026-01-03;DM SAT;LTV;245861,53;4282
202601;2026-01-03;Disney Junior;CUTV;23783,27;464
202601;2026-01-03;HBO;CUTV;89114,63;1243
202601;2026-01-03;Hit TV;LTV;101324,62;1962
202601;2026-01-03;Klasik;CUTV;156398,5;2434
202601;2026-01-03;Laudato TV;IR;3358,44;103
202601;2026-01-03;NonStop;LTV;55527,65;1493
202601;2026-01-03;RTL;IR;336044,5;5642
202601;2026-01-03;SK 7;LTV;6628,17;887
202601;2026-01-03;STAR Life;IR;21705,43;343
202601;2026-01-03;Viasat Nature;LTV;422382,33;12684
202601;2026-01-03;Vivid Red;LTV;56330,62;6628
202601;2026-01-04;Cartoonito;CUTV;19411,7;398
202601;2026-01-04;CineStar Action & Thriller;IR;53929,69;737
202601;2026-01-04;Mediaset Italia;LTV;63038,74;1016
202601;2026-01-04;Mini TV;IR;4711,39;106
202601;2026-01-04;Nicktoons;CUTV;24218,44;485
202601;2026-01-04;Nova TV;CUTV;922647,73;12180
202601;2026-01-04;Pink;CUTV;15130,72;108
202601;2026-01-04;Pink BH;LTV;122958,35;982
202601;2026-01-04;SK 8;LTV;10816,19;924
202601;2026-01-04;TV Jadran;LTV;52517,98;3455
202601;2026-01-04;Viasat Explore;IR;4480,25;107
202601;2026-01-05;AMC;CUTV;205378,07;2475
202601;2026-01-05;Arena Fight;CUTV;15925,44;262
202601;2026-01-05;Disney Channel;CUTV;7094,56;155
202601;2026-01-05;Epic Drama;IR;15265,15;229
202601;2026-01-05;Hustler TV;CUTV;15897,17;1299
202601;2026-01-05;Nickelodeon HD;CUTV;57487,03;898
202601;2026-01-05;OTV;LTV;276653,41;6865
202601;2026-01-05;RTL Adria;LTV;31933,13;421
202601;2026-01-05;SBTV;LTV;83082,98;4705
202601;2026-01-05;SK 9;LTV;8203,94;805
202601;2026-01-05;STAR Movies;LTV;2202814,43;38438
202601;2026-01-05;Toxic Folk;LTV;95579,56;1496
202601;2026-01-05;Viasat History;IR;14483,23;280
202601;2026-01-05;Z1;CUTV;6317,36;316
202601;2026-01-06;Arenasport 10;LTV;4578,25;269
202601;2026-01-06;BBC Earth;IR;5393,18;110
202601;2026-01-06;Doku TV;IR;10554,24;230
202601;2026-01-06;ExtraTV;LTV;386897,26;3651
202601;2026-01-06;Nat Geo Wild;CUTV;29209,55;579
202601;2026-01-06;STAR;LTV;1189384,67;16497
202601;2026-01-06;Sky News;LTV;61420,02;1152
202601;2026-01-07;3SAT;LTV;15443,32;236
202601;2026-01-07;Cinemax 2;CUTV;19144,76;324
202601;2026-01-07;Extreme Sports;LTV;17026,42;1005
202601;2026-01-07;France 24 engleski;LTV;7471,47;375
202601;2026-01-07;Hayat;LTV;280328,64;4817
202601;2026-01-07;IDJ TV;LTV;8498,24;339
202601;2026-01-07;Toon Kids;LTV;132253,18;1751
202601;2026-01-08;Balkanika;LTV;9214,14;362
202601;2026-01-08;Cinestar Comedy & Family;LTV;746854,78;18119
202601;2026-01-08;Crime & Investigation;CUTV;24610,61;297
202601;2026-01-08;Dizi;LTV;18997,72;156
202601;2026-01-08;History;LTV;1137286,94;16585
202601;2026-01-08;Kanal Ri;LTV;49055,89;2220
202601;2026-01-08;TV Nakupi;LTV;10229,41;341
202601;2026-01-08;Vivid Red;IR;650,95;107
202601;2026-01-09;Cinestar Fantasy;LTV;800237,5;21834
202601;2026-01-09;Disney Junior;LTV;195375,89;2239
202601;2026-01-09;HBO;LTV;405677,36;8609
202601;2026-01-09;HRT 1;CUTV;1322881,97;21202
202601;2026-01-09;Klasik;LTV;1654835,01;27871
202601;2026-01-09;Pickbox 1;CUTV;350483,1;3812
202601;2026-01-10;CGTN Documentary;LTV;46775,48;2823
202601;2026-01-10;CineStar Action & Thriller;LTV;1908106,06;39367
202601;2026-01-10;History 2;IR;6032,82;144
202601;2026-01-10;Hit mjeseca;LTV;879225,98;29176
202601;2026-01-10;Mini TV;LTV;268400,76;3241
202601;2026-01-10;RAI 1;LTV;164999,82;989
202601;2026-01-10;SK 3;LTV;348620,8;11021
202601;2026-01-10;STAR Movies;CUTV;165999,88;1822
202601;2026-01-10;Toxic TV;LTV;83514,17;1637
202601;2026-01-10;Viasat Explore;LTV;1044956,42;17514
202601;2026-01-10;bravo! TV;LTV;458715,11;4412
202601;2026-01-11;Baby TV;LTV;293611,56;2527
202601;2026-01-11;Cinemax;IR;14995,78;194
202601;2026-01-11;Diadora TV;LTV;23154,82;2118
202601;2026-01-11;Epic Drama;LTV;313596,7;5209
202601;2026-01-11;HBO 2;IR;20507,25;277
202601;2026-01-11;Luxe TV;LTV;11151,18;494
202601;2026-01-11;RAI 2;LTV;15396,57;361
202601;2026-01-11;SK 4;LTV;170840,3;4252
202601;2026-01-11;STAR;CUTV;210756,94;2615
202601;2026-01-11;Viasat History;LTV;710847,62;15516
202601;2026-01-11;Viasat Kino;IR;10394,92;128
202601;2026-01-12;BBC Earth;LTV;375292,53;7135
202601;2026-01-12;Brazzers TV;LTV;71807,68;8155
202601;2026-01-12;Das Erste;LTV;30383,23;447
202601;2026-01-12;Doku TV;LTV;476765,96;15213
202601;2026-01-12;France 24 francuski;LTV;7927,36;266
202601;2026-01-12;HBO 3;IR;16667,3;182
202601;2026-01-12;Hayat;CUTV;11947,6;320
202601;2026-01-12;RAI 3;LTV;28950,69;378
202601;2026-01-12;SK 5;LTV;49686,76;2882
202601;2026-01-12;Toon Kids;CUTV;12281,77;359
202601;2026-01-12;Viasat True Crime;IR;7487,66;139
202601;2026-01-13;Cinestar Comedy & Family;CUTV;40730,39;637
202601;2026-01-13;Daystar;LTV;2519,53;111
202601;2026-01-13;History;CUTV;56240,12;998
202601;2026-01-13;Libertas TV;LTV;132827,19;2453
202601;2026-01-13;Nick Jr.;IR;8236,23;161
202601;2026-01-13;Pink Film;LTV;11493,32;217
202601;2026-01-13;RTL njemački;LTV;53304,96;377
202601;2026-01-13;SK 1;IR;4052,6;106
202601;2026-01-13;SK 6;LTV;46727,25;2932
202601;2026-01-13;Sportska Televizija;LTV;232670,1;10086
202601;2026-01-13;TV Zapad;LTV;33908,56;1930
202601;2026-01-14;Cinestar Fantasy;CUTV;58378,48;804
202601;2026-01-14;DM SAT;LTV;199907,25;2965
202601;2026-01-14;Disney Junior;CUTV;21775,93;325
202601;2026-01-14;HBO;CUTV;66701,2;839
202601;2026-01-14;Hit TV;LTV;77901,69;1368
202601;2026-01-14;Klasik;CUTV;140430,66;2236
202601;2026-01-14;Laudato TV;IR;4511,03;105
202601;2026-01-14;NonStop;LTV;55556,5;1065
202601;2026-01-14;RTL;IR;470449,03;7223
202601;2026-01-14;SK 7;LTV;83741,79;5222
202601;2026-01-14;STAR Life;IR;24802,1;314
202601;2026-01-14;Viasat Nature;LTV;548130,9;13067
202601;2026-01-14;Vivid Red;LTV;64226,59;7287
202601;2026-01-15;Cartoonito;CUTV;18411,63;246
202601;2026-01-15;CineStar Action & Thriller;IR;30188,17;430
202601;2026-01-15;Mediaset Italia;LTV;65025,28;692
202601;2026-01-15;Nicktoons;CUTV;22184,8;395
202601;2026-01-15;Nova TV;CUTV;1312109,26;16459
202601;2026-01-15;Pink BH;LTV;115628,05;807
202601;2026-01-15;SK 8;LTV;32684,49;1051
202601;2026-01-15;TV Jadran;LTV;71883,81;2420
202601;2026-01-16;AMC;CUTV;122559,23;1400
202601;2026-01-16;Hustler TV;CUTV;10667,29;918
202601;2026-01-16;Nickelodeon HD;CUTV;51712,01;819
202601;2026-01-16;OTV;LTV;176311,41;4299
202601;2026-01-16;RTL Adria;LTV;19370,16;221
202601;2026-01-16;SBTV;LTV;29518,7;1828
202601;2026-01-16;SK 9;LTV;4418,59;341
202601;2026-01-16;STAR Movies;LTV;1198818,4;20015
202601;2026-01-16;Toxic Folk;LTV;52707,41;831
202601;2026-01-16;Viasat History;IR;6594,24;130
202601;2026-01-16;Z1;CUTV;7402,13;171
202601;2026-01-17;Arenasport 10;LTV;39924,27;3291
202601;2026-01-17;BBC Earth;IR;5972,4;112
202601;2026-01-17;Doku TV;IR;6549,73;119
202601;2026-01-17;ExtraTV;LTV;405563,83;3675
202601;2026-01-17;Nat Geo Wild;CUTV;29684,87;577
202601;2026-01-17;STAR;LTV;859067,03;14474
202601;2026-01-17;Sky News;LTV;42627,9;809
202601;2026-01-18;3SAT;LTV;12257,11;281
202601;2026-01-18;Cinemax 2;CUTV;13719,35;257
202601;2026-01-18;Extreme Sports;LTV;31885,54;2053
202601;2026-01-18;France 24 engleski;LTV;6902,38;369
202601;2026-01-18;Hayat;LTV;217325,34;5036
202601;2026-01-18;IDJ TV;LTV;14158,83;417
202601;2026-01-18;Toon Kids;LTV;107416,32;1749
202601;2026-01-19;Balkanika;LTV;11344,79;400
202601;2026-01-19;Cinestar Comedy & Family;LTV;925966,16;24114
202601;2026-01-19;Crime & Investigation;CUTV;34100,94;360
202601;2026-01-19;Dizi;LTV;17932,38;191
202601;2026-01-19;History;LTV;1249482,08;20862
202601;2026-01-19;Kanal Ri;LTV;51773,96;2616
202601;2026-01-19;TV Nakupi;LTV;12331,16;439
202601;2026-01-19;Vivid Red;IR;1111,53;158
202601;2026-01-20;Fashion TV;LTV;29795,64;330
202601;2026-01-20;Laudato TV;LTV;973626,94;8079
202601;2026-01-20;National Geographic;IR;17486,47;355
202601;2026-01-20;Nickelodeon;IR;5520,74;161
202601;2026-01-20;RTL;LTV;24444978,13;164448
202601;2026-01-20;RTL Kockica;IR;24999,11;554
202601;2026-01-20;SK 2;LTV;84800,63;3814
202601;2026-01-20;SK Golf;LTV;17324,59;722
202601;2026-01-20;STAR Life;LTV;550488,04;10032
202601;2026-01-20;TV Nova;LTV;18503,55;1342
202601;2026-01-20;TV SLO 2;LTV;3706,89;123
202601;2026-01-20;TVCG MNE;LTV;13746,07;752
202601;2026-01-21;CGTN Documentary;LTV;50925,67;2392
202601;2026-01-21;CineStar Action & Thriller;LTV;1883081,1;30437
202601;2026-01-21;Hit mjeseca;LTV;703221,96;21543
202601;2026-01-21;Mini TV;LTV;234867,94;2670
202601;2026-01-21;RAI 1;LTV;136300,77;925
202601;2026-01-21;SK 3;LTV;69616,31;3090
202601;2026-01-21;STAR Movies;CUTV;117879,33;1378
202601;2026-01-21;Toxic TV;LTV;55382,42;1014
202601;2026-01-21;Viasat Explore;LTV;783327,27;13471
202601;2026-01-21;bravo! TV;LTV;342648,79;2687
202601;2026-01-22;Baby TV;LTV;339109,9;2385
202601;2026-01-22;Diadora TV;LTV;64105,83;2187
202601;2026-01-22;Epic Drama;LTV;180436,06;3003
202601;2026-01-22;HBO 2;IR;12120,95;164
202601;2026-01-22;Luxe TV;LTV;6813,84;300
202601;2026-01-22;RAI 2;LTV;21901,79;336
202601;2026-01-22;SK 4;LTV;30689,16;2144
202601;2026-01-22;STAR;CUTV;183852,1;2544
202601;2026-01-22;Viasat History;LTV;571713,68;11015
202601;2026-01-22;Viasat Kino;IR;8597,35;130
202601;2026-01-23;BBC Earth;LTV;297277,64;6072
202601;2026-01-23;Brazzers TV;LTV;57767,96;7114
202601;2026-01-23;Das Erste;LTV;29985,4;352
202601;2026-01-23;Doku TV;LTV;458143,9;12949
202601;2026-01-23;France 24 francuski;LTV;5098,67;173
202601;2026-01-23;HBO 3;IR;6179,42;105
202601;2026-01-23;Hayat;CUTV;28160,27;502
202601;2026-01-23;RAI 3;LTV;23451,7;309
202601;2026-01-23;SK 5;LTV;39986,87;2486
202601;2026-01-23;Toon Kids;CUTV;10855,01;369
202601;2026-01-23;Viasat True Crime;IR;7282,73;123
202601;2026-01-24;Cinestar Comedy & Family;CUTV;82957,64;1248
202601;2026-01-24;Daystar;LTV;2359,72;187
202601;2026-01-24;DocuBox;LTV;2417,87;125
202601;2026-01-24;History;CUTV;54354,7;1006
202601;2026-01-24;Kanal Ri;CUTV;2679,62;123
202601;2026-01-24;Libertas TV;LTV;137974,01;3205
202601;2026-01-24;Nick Jr.;IR;11550,1;189
202601;2026-01-24;Pink Film;LTV;15807,72;360
202601;2026-01-24;RTL njemački;LTV;55224,33;381
202601;2026-01-24;SK 6;LTV;56386,93;3588
202601;2026-01-24;Sportska Televizija;LTV;250332,06;13763
202601;2026-01-24;TV Zapad;LTV;109375,56;5172
202601;2026-01-25;Cinestar Fantasy;CUTV;82621,97;1229
202601;2026-01-25;DM SAT;LTV;225358,94;3853
202601;2026-01-25;Disney Junior;CUTV;28818,62;433
202601;2026-01-25;HBO;CUTV;84423,13;1147
202601;2026-01-25;Hit TV;LTV;93588,12;1974
202601;2026-01-25;Klasik;CUTV;165271,83;2497
202601;2026-01-25;Laudato TV;IR;6291,63;130
202601;2026-01-25;NonStop;LTV;52616,26;1492
202601;2026-01-25;RTL;IR;294219,98;4269
202601;2026-01-25;SK 7;LTV;28947,68;2540
202601;2026-01-25;STAR Life;IR;36379,19;440
202601;2026-01-25;Viasat Nature;LTV;584570,33;16210
202601;2026-01-25;Vivid Red;LTV;55324,4;6880
202601;2026-01-26;Cartoonito;CUTV;21617,22;337
202601;2026-01-26;CineStar Action & Thriller;IR;28814,24;408
202601;2026-01-26;Mediaset Italia;LTV;124732,69;886
202601;2026-01-26;Nicktoons;CUTV;28050,35;497
202601;2026-01-26;Nova TV;CUTV;792335,85;11235
202601;2026-01-26;Pink BH;LTV;98840,19;839
202601;2026-01-26;SK 8;LTV;9867,91;790
202601;2026-01-26;TV Jadran;LTV;91092,45;3102
202601;2026-01-27;AMC;CUTV;112294,16;1389
202601;2026-01-27;Arena Fight;CUTV;9151,87;167
202601;2026-01-27;Hustler TV;CUTV;11088,9;928
202601;2026-01-27;Nickelodeon HD;CUTV;43549,97;646
202601;2026-01-27;OTV;LTV;168458,49;2727
202601;2026-01-27;RTL Adria;LTV;11834,13;194
202601;2026-01-27;SBTV;LTV;25881,97;1750
202601;2026-01-27;SK 9;LTV;1324,51;160
202601;2026-01-27;STAR Movies;LTV;1163994,3;18211
202601;2026-01-27;Toxic Folk;LTV;54444,59;817
202601;2026-01-27;Viasat History;IR;7272,4;157
202601;2026-01-27;Z1;CUTV;5441,52;130
202601;2026-01-28;Arenasport 10;LTV;10425,32;1204
202601;2026-01-28;Doku TV;IR;4738,47;118
202601;2026-01-28;ExtraTV;LTV;260474,34;2629
202601;2026-01-28;Nat Geo Wild;CUTV;26542,95;381
202601;2026-01-28;STAR;LTV;829947,1;10762
202601;2026-01-28;Sky News;LTV;42989,46;749
202601;2026-01-29;3SAT;LTV;14802,04;215
202601;2026-01-29;Cinemax 2;CUTV;15665,41;331
202601;2026-01-29;Extreme Sports;LTV;10704,05;839
202601;2026-01-29;France 24 engleski;LTV;6985,93;308
202601;2026-01-29;Hayat;LTV;231562,79;4067
202601;2026-01-29;IDJ TV;LTV;10651,7;333
202601;2026-01-29;Toon Kids;LTV;104185,51;1449
202601;2026-01-30;Blue Televizija;LTV;26210,8;1389
202601;2026-01-30;Nick Jr.;LTV;331252,68;2690
202601;2026-01-30;ProSieben;LTV;6595,48;130
202601;2026-01-30;SK 1;LTV;102090,38;3752
202601;2026-01-30;SK 12;LTV;3169,15;154
202601;2026-01-30;STAR Crime;IR;26201,9;350
202601;2026-01-30;TV SLO 1;LTV;8398,56;209
202601;2026-01-30;Viasat Nature;CUTV;10381,42;163
202601;2026-01-30;Vivid Red;CUTV;3770,78;498
202601;2026-01-30;Vivid TV;IR;1151,85;121
202601;2026-01-31;Fashion TV;LTV;19435,87;353
202601;2026-01-31;Laudato TV;LTV;631999,05;6555
202601;2026-01-31;National Geographic;IR;18130,19;366
202601;2026-01-31;Nickelodeon;IR;8039,12;200
202601;2026-01-31;RTL;LTV;23346669,53;166434
202601;2026-01-31;RTL Kockica;IR;21002,87;493
202601;2026-01-31;SK 2;LTV;81756,09;4570
202601;2026-01-31;SK Golf;LTV;18285,24;748
202601;2026-01-31;STAR Life;LTV;556978,12;12674
202601;2026-01-31;TV Nova;LTV;41841,3;2245
202601;2026-01-31;TVCG MNE;LTV;21924,79;686
202601;2026-01-01;Baby TV;LTV;172791,32;1997
202601;2026-01-01;Cinemax;IR;8267,31;108
202601;2026-01-01;Diadora TV;LTV;20205,64;2713
202601;2026-01-01;Epic Drama;LTV;131556,53;3026
202601;2026-01-01;HBO 2;IR;17516,66;224
202601;2026-01-01;Luxe TV;LTV;6712,18;373
202601;2026-01-01;RAI 2;LTV;6603,21;313
202601;2026-01-01;SK 4;LTV;135525,05;3913
202601;2026-01-01;STAR;CUTV;97163,47;1529
202601;2026-01-01;Viasat History;LTV;338756,04;8738
202601;2026-01-01;Viasat Kino;IR;7333,39;114
202601;2026-01-02;BBC Earth;LTV;266042,47;6427
202601;2026-01-02;Brazzers TV;LTV;47433,06;6207
202601;2026-01-02;Das Erste;LTV;30610,21;401
202601;2026-01-02;Doku TV;LTV;461219,63;14843
202601;2026-01-02;France 24 francuski;LTV;5348,34;225
202601;2026-01-02;HBO 3;IR;11975,24;144
202601;2026-01-02;Hayat;CUTV;24850,63;463
202601;2026-01-02;RAI 3;LTV;17809,16;359
202601;2026-01-02;SK 5;LTV;47625,88;2294
202601;2026-01-02;Toon Kids;CUTV;8516,99;311
202601;2026-01-02;Viasat True Crime;IR;8323,25;130
202601;2026-01-03;Cinestar Comedy & Family;CUTV;89250,67;1349
202601;2026-01-03;Daystar;LTV;2260,33;165
202601;2026-01-03;History;CUTV;47584,42;982
202601;2026-01-03;Kanal Ri;CUTV;2017,47;112
202601;2026-01-03;Libertas TV;LTV;178111,72;3950
202601;2026-01-03;Nick Jr.;IR;9499,96;211
202601;2026-01-03;Pink Film;LTV;29619,85;402
202601;2026-01-03;RTL njemački;LTV;27166,89;354
202601;2026-01-03;SK 6;LTV;33347,03;2121
202601;2026-01-03;Sportska Televizija;LTV;2652828,25;30092
202601;2026-01-03;TV Zapad;LTV;96057;4075
202601;2026-01-04;Cinestar Fantasy;CUTV;102663,61;1466
202601;2026-01-04;DM SAT;LTV;286760,22;4855
202601;2026-01-04;Disney Junior;CUTV;26760,12;484
202601;2026-01-04;HBO;CUTV;89138,86;1280
202601;2026-01-04;Hit TV;LTV;112013,02;2351
202601;2026-01-04;Klasik;CUTV;213248,3;3112
202601;2026-01-04;NonStop;LTV;64218,55;1837
202601;2026-01-04;RTL;IR;341289,3;5313
202601;2026-01-04;SK 7;LTV;19153,03;1758
202601;2026-01-04;STAR Life;IR;31641,42;443
202601;2026-01-04;Viasat Nature;LTV;517580,89;15484
202601;2026-01-04;Vivid Red;LTV;53562,53;6929
202601;2026-01-05;0;LTV;3366,88;102
202601;2026-01-05;Cartoonito;CUTV;27826,69;489
202601;2026-01-05;CineStar Action & Thriller;IR;72914,98;922
202601;2026-01-05;Mediaset Italia;LTV;77079,86;1087
202601;2026-01-05;Mini TV;IR;6419,25;146
202601;2026-01-05;Nicktoons;CUTV;37175,53;616
202601;2026-01-05;Nova TV;CUTV;1250647,27;15861
202601;2026-01-05;Pink;CUTV;22055,98;113
202601;2026-01-05;Pink BH;LTV;153817,28;1059
202601;2026-01-05;SK 8;LTV;14400,78;827
202601;2026-01-05;TV Jadran;LTV;96954,59;4655
202601;2026-01-05;Viasat Explore;IR;7449,03;137
202601;2026-01-06;AMC;CUTV;174848,91;2036
202601;2026-01-06;Arena Fight;CUTV;10851,14;176
202601;2026-01-06;Epic Drama;IR;7739,22;122
202601;2026-01-06;Hustler TV;CUTV;10695,37;776
202601;2026-01-06;Nickelodeon HD;CUTV;32027,11;537
202601;2026-01-06;OTV;LTV;122957,61;2884
202601;2026-01-06;RTL Adria;LTV;23440,93;300
202601;2026-01-06;SBTV;LTV;36783,1;2427
202601;2026-01-06;SK 9;LTV;28241,85;1923
202601;2026-01-06;STAR Movies;LTV;1701255,46;30321
202601;2026-01-06;Toxic Folk;LTV;63928,1;1028
202601;2026-01-06;Viasat History;IR;9327,59;163
202601;2026-01-06;Z1;CUTV;5634,79;298
202601;2026-01-07;Arenasport 10;LTV;16802,1;2828
202601;2026-01-07;BBC Earth;IR;4859,15;110
202601;2026-01-07;Doku TV;IR;7869,82;189
202601;2026-01-07;ExtraTV;LTV;362226,9;3027
202601;2026-01-07;Nat Geo Wild;CUTV;25758,59;468
202601;2026-01-07;STAR;LTV;1105085,97;13836
202601;2026-01-07;Sky News;LTV;52409,25;955
202601;2026-01-08;3SAT;LTV;14979,77;242
202601;2026-01-08;Cinemax 2;CUTV;10056,79;179
202601;2026-01-08;Extreme Sports;LTV;17567,48;1028
202601;2026-01-08;France 24 engleski;LTV;7376,3;333
202601;2026-01-08;Hayat;LTV;267606,13;4598
202601;2026-01-08;IDJ TV;LTV;11383,38;342
202601;2026-01-08;Toon Kids;LTV;118921,77;1669
202601;2026-01-09;Balkanika;LTV;13178,39;419
202601;2026-01-09;Cinestar Comedy & Family;LTV;879901,07;19641
202601;2026-01-09;Crime & Investigation;CUTV;26502,41;315
202601;2026-01-09;Dizi;LTV;16468,28;155
202601;2026-01-09;History;LTV;1115308,85;17019
202601;2026-01-09;Kanal Ri;LTV;44865,44;2099
202601;2026-01-09;TV Nakupi;LTV;11272,77;407
202601;2026-01-10;Fashion TV;LTV;36621,99;465
202601;2026-01-10;Laudato TV;LTV;1155551,14;9997
202601;2026-01-10;National Geographic;IR;18620,61;371
202601;2026-01-10;Nickelodeon;IR;7164,95;215
202601;2026-01-10;RTL;LTV;18956832,3;157745
202601;2026-01-10;RTL Kockica;IR;26623,26;563
202601;2026-01-10;SK 2;LTV;493748,49;12101
202601;2026-01-10;SK Golf;LTV;30640,06;1032
202601;2026-01-10;STAR Life;LTV;812218,98;17375
202601;2026-01-10;TV Nova;LTV;60544,49;3457
202601;2026-01-10;TV SLO 2;LTV;2525,91;227
202601;2026-01-10;TVCG MNE;LTV;25936,88;1248
202601;2026-01-11;CGTN Documentary;LTV;38071,72;2039
202601;2026-01-11;CineStar Action & Thriller;LTV;2497982,96;40763
202601;2026-01-11;Hit mjeseca;LTV;1196564,34;33063
202601;2026-01-11;Mini TV;LTV;221678,55;2957
202601;2026-01-11;RAI 1;LTV;190179,94;1102
202601;2026-01-11;SK 3;LTV;202750,27;7219
202601;2026-01-11;STAR Movies;CUTV;144449,5;1724
202601;2026-01-11;Toxic TV;LTV;68812,27;1402
202601;2026-01-11;Viasat Explore;LTV;912893,71;17589
202601;2026-01-11;bravo! TV;LTV;400763,99;3836
202601;2026-01-12;Baby TV;LTV;390964,25;2684
202601;2026-01-12;Cinemax;IR;8478,63;118
202601;2026-01-12;Diadora TV;LTV;63284,7;2711
202601;2026-01-12;Epic Drama;LTV;325096,26;4657
202601;2026-01-12;HBO 2;IR;20479,66;255
202601;2026-01-12;Luxe TV;LTV;8837,17;396
202601;2026-01-12;RAI 2;LTV;26517,92;415
202601;2026-01-12;SK 4;LTV;69659,76;3524
202601;2026-01-12;STAR;CUTV;222434,02;2817
202601;2026-01-12;Viasat History;LTV;685970,41;14417
202601;2026-01-12;Viasat Kino;IR;8170,26;113
202601;2026-01-13;BBC Earth;LTV;325340,73;6208
202601;2026-01-13;Brazzers TV;LTV;66736,86;7601
202601;2026-01-13;Das Erste;LTV;26502,97;352
202601;2026-01-13;Doku TV;LTV;424322,12;11928
202601;2026-01-13;France 24 francuski;LTV;7413,26;201
202601;2026-01-13;HBO 3;IR;13876,67;175
202601;2026-01-13;Hayat;CUTV;30733,53;560
202601;2026-01-13;RAI 3;LTV;36074,55;357
202601;2026-01-13;SK 5;LTV;57758,89;2392
202601;2026-01-13;Toon Kids;CUTV;12449,5;381
202601;2026-01-13;Viasat True Crime;IR;5360,57;105
202601;2026-01-14;Cinestar Comedy & Family;CUTV;54262,33;840
202601;2026-01-14;Daystar;LTV;2983,2;108
202601;2026-01-14;History;CUTV;64904,46;1201
202601;2026-01-14;Libertas TV;LTV;129482,62;2428
202601;2026-01-14;Nick Jr.;IR;7023,04;150
202601;2026-01-14;Pink Film;LTV;13055,32;258
202601;2026-01-14;RTL njemački;LTV;48998,29;368
202601;2026-01-14;SK 1;IR;6377;183
202601;2026-01-14;SK 6;LTV;136779,49;6546
202601;2026-01-14;Sportska Televizija;LTV;262482,76;11030
202601;2026-01-14;TV Zapad;LTV;22333,79;1859
202601;2026-01-15;Cinestar Fantasy;CUTV;52966,56;757
202601;2026-01-15;DM SAT;LTV;152457,46;2398
202601;2026-01-15;Disney Junior;CUTV;21243,16;301
202601;2026-01-15;HBO;CUTV;56316,87;682
202601;2026-01-15;Hit TV;LTV;78138,77;1196
202601;2026-01-15;Klasik;CUTV;121231,11;1947
202601;2026-01-15;NonStop;LTV;48096,82;945
202601;2026-01-15;RTL;IR;295064,21;5269
202601;2026-01-15;SK 7;LTV;36477,96;1646
202601;2026-01-15;STAR Life;IR;21811,44;321
202601;2026-01-15;Viasat Nature;LTV;553846,74;12342
202601;2026-01-15;Vivid Red;LTV;53711,06;5976
202601;2026-01-16;Cartoonito;CUTV;19025,44;282
202601;2026-01-16;CineStar Action & Thriller;IR;35835,16;446
202601;2026-01-16;Mediaset Italia;LTV;54279,16;679
202601;2026-01-16;Nicktoons;CUTV;30305,87;508
202601;2026-01-16;Nova TV;CUTV;1388028,85;17410
202601;2026-01-16;Pink BH;LTV;143583,29;842
202601;2026-01-16;SK 8;LTV;7574,79;404
202601;2026-01-16;TV Jadran;LTV;77451,95;2762
202601;2026-01-17;AMC;CUTV;141033,59;1593
202601;2026-01-17;Arena Fight;CUTV;10275,38;148
202601;2026-01-17;Hustler TV;CUTV;10098;828
202601;2026-01-17;Nickelodeon HD;CUTV;90616,33;1116
202601;2026-01-17;OTV;LTV;272652,77;5516
202601;2026-01-17;RTL Adria;LTV;16597,78;232
202601;2026-01-17;SBTV;LTV;37457,09;2433
202601;2026-01-17;SK 9;LTV;19063,59;1723
202601;2026-01-17;STAR Movies;LTV;1193056,95;20529
202601;2026-01-17;Toxic Folk;LTV;62138,35;1014
202601;2026-01-17;Viasat History;IR;5873,4;104
202601;2026-01-17;Z1;CUTV;4544,68;131
202601;2026-01-18;Arenasport 10;LTV;18171,92;901
202601;2026-01-18;BBC Earth;IR;5821,56;119
202601;2026-01-18;Doku TV;IR;8917,4;185
202601;2026-01-18;ExtraTV;LTV;395600,77;3758
202601;2026-01-18;Nat Geo Wild;CUTV;31921,05;488
202601;2026-01-18;STAR;LTV;834334,65;16788
202601;2026-01-18;Sky News;LTV;53759,04;997
202601;2026-01-19;3SAT;LTV;18600,18;294
202601;2026-01-19;Cinemax 2;CUTV;24505,5;417
202601;2026-01-19;Extreme Sports;LTV;32872,16;1708
