month_partition;watch_date;channelname;content_playback_type;daily_total_minute;nr_unique_viewers
202505;2025-05-07;Radio Dalmacija;LTV;129413,58;571
202505;2025-05-08;Radio Sljeme;LTV;28025,17;186
202505;2025-05-09;Private TV;LTV;77866,99;6925
202505;2025-05-13;Cinestar TV Comedy & Family;CUTV;17489,23;244
202505;2025-05-13;Disney Junior;LTV;184827,37;1544
202505;2025-05-13;Radio Top;LTV;53461,71;249
202505;2025-05-15;Radio HR1;LTV;22234,04;305
202505;2025-05-16;RTS Svet;LTV;151170,53;2071
202505;2025-05-17;Radio Extra FM;LTV;21858,24;140
202505;2025-05-18;Luxe TV;LTV;7575,11;361
202505;2025-05-19;Nova TV;LTV;25079282,63;166133
202505;2025-05-20;BBC Earth;LTV;320897,03;5856
202505;2025-05-20;Brazzers TV;IR;1206,52;142
202505;2025-05-20;HRT 1;LTV;39599355,32;164108
202505;2025-05-21;HBO 3;LTV;313934,43;6322
202505;2025-05-22;RTL Crime;CUTV;107498,86;1213
202505;2025-05-23;Doma TV;IR;72807,6;1106
202505;2025-05-24;Pink;LTV;235179,35;1037
202505;2025-05-24;RTS 2;LTV;18660,92;687
202505;2025-05-25;RTL Living;IR;12267,33;268
202505;2025-05-26;Vivid Red;IR;841,79;143
202505;2025-05-27;Aurora TV;LTV;54264,13;1951
202505;2025-05-27;Diadora TV;LTV;43212,78;1520
202505;2025-05-28;ProSieben;LTV;9553,55;139
202505;2025-05-29;CNN Europe;LTV;110279,92;797
202505;2025-05-29;M1 Gold;LTV;84763,5;2921
202505;2025-05-30;Doku TV;CUTV;24244,68;466
202505;2025-05-30;Mini TV;LTV;178848,4;1946
202505;2025-05-31;Nicktoons;CUTV;14781,18;244
202501;2025-01-01;Dizi;LTV;198072,1;6826
202501;2025-01-01;Hayat;LTV;481282,81;10942
202501;2025-01-02;M1 Film;CUTV;18184,4;309
202501;2025-01-02;RTL Living;LTV;1999537,56;36792
202501;2025-01-03;Vivid Red;LTV;88517,37;7643
202501;2025-01-04;24Kitchen;CUTV;19452,83;406
202501;2025-01-05;CNBC Europe;LTV;11172,84;298
202501;2025-01-06;Arenasport 4;CUTV;6761,24;178
202501;2025-01-06;History;CUTV;56784,85;1017
202501;2025-01-06;N1;IR;20050,85;527
202501;2025-01-08;Stingray Classica;LTV;24278,24;279
202501;2025-01-09;Arenasport 10;LTV;8452,01;243
202501;2025-01-09;WWM (World Wide Muzzik);LTV;2438,04;188
202501;2025-01-10;HBO 2;LTV;575337,16;9311
202501;2025-01-12;CGTN;LTV;6397,99;407
202501;2025-01-12;TV1000;LTV;508619,34;11696
202501;2025-01-12;ZDF;LTV;34557,9;377
202501;2025-01-13;RTS 1;LTV;116764,65;2371
202501;2025-01-14;Arena Fight;LTV;291458,96;5298
202501;2025-01-14;Private TV;IR;1275,14;146
202501;2025-01-14;Viasat Nature;LTV;524068,82;11622
202501;2025-01-15;Cinestar TV Premiere 2;LTV;182665,83;3720
202501;2025-01-16;Hit mjeseca;LTV;625512,72;18781
202501;2025-01-17;Euronews;LTV;9256,2;361
202501;2025-01-17;STAR;IR;29222,89;431
202501;2025-01-18;Cinestar TV 2;IR;30817,72;446
202501;2025-01-19;HRT 2;LTV;14168731,31;139861
202501;2025-01-19;OTV;LTV;368927,94;8628
202501;2025-01-20;ExtraTV;LTV;398053,82;3142
202501;2025-01-20;Slavonska TV;LTV;38429,37;1733
202501;2025-01-20;Sportska Televizija;CUTV;5190,67;194
202501;2025-01-21;Balkan Trip;LTV;24433,35;707
202501;2025-01-21;RTL 2 njemački;LTV;15368,19;164
202501;2025-01-22;Toon Kids;CUTV;12854,92;346
202501;2025-01-22;Z1;CUTV;4449,41;148
202501;2025-01-23;HRT 4;LTV;4314453,38;59310
202501;2025-01-23;NickMusic;LTV;63195,48;877
202501;2025-01-23;STAR Movies;LTV;1313110,03;21708
202501;2025-01-24;Nova TV;IR;300734;4940
202501;2025-01-25;RTL;CUTV;866211,58;12639
202501;2025-01-25;Sport 1;LTV;20887,32;1254
202501;2025-01-26;Blue Hustler;LTV;97686,46;6705
202501;2025-01-26;TV SLO 2;LTV;1946,28;146
202501;2025-01-28;Al Jazeera;LTV;126725,68;2714
202501;2025-01-28;Arenasport 8;LTV;126620,54;1981
202501;2025-01-28;Cinestar TV Fantasy;CUTV;37192,4;507
202501;2025-01-28;MUZZIK mix;LTV;29034,77;603
202501;2025-01-28;Nick Jr. hrvatski;IR;15427,5;262
202501;2025-01-29;Radio yammatFM;LTV;19809,8;122
202501;2025-01-29;STAR Life;LTV;577391,04;11658
202502;2025-02-01;Euronews;LTV;12043,69;424
202502;2025-02-02;Cinestar TV 2;IR;22619,58;298
202502;2025-02-03;HRT 2;LTV;12007024,34;124393
202502;2025-02-03;OTV;LTV;322276,84;4784
202502;2025-02-04;Cinemax;CUTV;14015,01;216
202502;2025-02-06;Nickelodeon hrvatski;LTV;1013366,12;7286
202502;2025-02-07;HBO;CUTV;35883,38;523
202502;2025-02-07;Kanal Ri;LTV;29219,17;1608
202502;2025-02-07;PLAVA Vinkovačka;LTV;59384,37;2703
202502;2025-02-07;Pink BH;LTV;182309,31;868
202502;2025-02-08;Arenasport 6;LTV;170852,37;8605
202502;2025-02-10;Blue Hustler;LTV;97197,49;5773
202502;2025-02-10;TV SLO 2;LTV;1777,76;182
202502;2025-02-12;Al Jazeera;LTV;111027,65;2450
202502;2025-02-12;Arenasport 8;LTV;134427,12;3292
202502;2025-02-12;Cinestar TV Fantasy;CUTV;32671,15;501
202502;2025-02-12;MUZZIK mix;LTV;30595,1;691
202502;2025-02-12;Nick Jr. hrvatski;IR;15831,74;312
202502;2025-02-13;Radio yammatFM;LTV;22733,15;121
202502;2025-02-13;STAR Life;LTV;533289,11;8515
202502;2025-02-15;HRT 1;IR;376340,23;6304
202502;2025-02-15;Hustler TV;LTV;90337,36;7107
202502;2025-02-16;Cinestar TV Comedy & Family;IR;33835,48;516
202502;2025-02-16;History 2;LTV;582583,45;13801
202502;2025-02-16;Laudato TV;LTV;921499,82;9517
202502;2025-02-17;Pickbox TV;LTV;2096671,57;32371
202502;2025-02-17;RTL Passion;LTV;281943,18;2996
202502;2025-02-18;N1;CUTV;41534,84;826
202502;2025-02-18;Radio Split;LTV;18626,89;150
202502;2025-02-18;Sportska Televizija;LTV;235656,21;11092
202502;2025-02-19;CGTN Documentary;LTV;37281,05;1755
202502;2025-02-20;CineStar TV Action & Thriller;CUTV;72424,37;931
202502;2025-02-20;STAR Crime;CUTV;194075,52;2120
202502;2025-02-21;AMC;CUTV;49961,08;631
202502;2025-02-23;TV Zapad;LTV;19865,85;2344
202502;2025-02-25;Pink Extra;LTV;4367,15;183
202502;2025-02-25;RTL Crime;IR;52599,68;668
202502;2025-02-26;Private TV;CUTV;3300,2;359
202503;2025-03-01;Pickbox TV;LTV;1035674,07;20214
202503;2025-03-01;RTL Passion;LTV;132792,79;1943
202503;2025-03-02;N1;CUTV;6512,93;297
202503;2025-03-02;Radio Split;LTV;16091,46;109
202503;2025-03-02;Sportska Televizija;LTV;182216,93;8790
202503;2025-03-03;CGTN Documentary;LTV;27393,18;1341
202503;2025-03-03;Slavonska TV;LTV;24014,07;993
202503;2025-03-04;Toon Kids;LTV;92566,88;1080
202503;2025-03-04;Z1;LTV;74839,14;2190
202503;2025-03-07;RTL;LTV;15146190,7;106733
202503;2025-03-08;Nautical Channel;LTV;11856,51;520
202503;2025-03-08;Trend TV;LTV;18101,62;1483
202503;2025-03-08;VTV;LTV;29601,36;2197
202503;2025-03-09;Cartoon Network;LTV;52645,26;611
202503;2025-03-09;MAXSport 2;CUTV;5467,43;279
202503;2025-03-10;Private TV;CUTV;5175,3;454
202503;2025-03-13;RAI Scuola;LTV;4102,26;130
202503;2025-03-14;Cinestar TV 2;CUTV;29178,42;425
202503;2025-03-16;Balkanika;LTV;17024,48;399
202503;2025-03-17;Arenasport 1;LTV;1815426,54;26346
202503;2025-03-17;VOX;LTV;21414,56;221
202503;2025-03-18;CineStar TV Action & Thriller;LTV;1439261,53;21064
202503;2025-03-18;Cinestar Comedy & Family;LTV;2772,22;116
202503;2025-03-18;STAR Crime;LTV;842298,14;8109
202503;2025-03-19;AMC;LTV;594797,14;11861
202503;2025-03-20;Nova TV;CUTV;1522969,33;20184
202503;2025-03-21;Arenasport 3;LTV;295078,59;3947
202503;2025-03-21;Nat Geo Wild;IR;5009,02;105
202503;2025-03-21;STAR;LTV;526786,84;8330
202503;2025-03-22;Crime & Investigation;LTV;327420,47;4717
202503;2025-03-23;Cinestar TV Premiere 1;CUTV;8387,75;107
202503;2025-03-24;Kino TV;LTV;366203,23;15081
202503;2025-03-24;Nick Jr. hrvatski;CUTV;73404,09;1051
202503;2025-03-26;Viasat Explore;IR;5670,25;107
202503;2025-03-27;HRT 1;CUTV;748471,89;15279
202503;2025-03-28;Cinestar TV Comedy & Family;CUTV;56903,7;954
202503;2025-03-28;Disney Junior;LTV;209027,33;2248
202503;2025-03-28;Radio Top;LTV;61771,81;298
202503;2025-03-30;M1 Gold;CUTV;8495,15;133
202503;2025-03-31;HRT 3;CUTV;343318,31;5757
202504;2025-04-01;Arenasport 1;LTV;1597605,37;27014
202504;2025-04-01;VOX;LTV;25786,02;247
202504;2025-04-02;CineStar TV Action & Thriller;LTV;1120511,33;18569
202504;2025-04-02;Cinestar Comedy & Family;LTV;5684,32;160
202504;2025-04-02;STAR Crime;LTV;743984,27;7625
202504;2025-04-03;AMC;LTV;715066,26;12573
202504;2025-04-06;Mediaset Italia;LTV;55976,86;696
202504;2025-04-06;Radio Dalmacija;LTV;142101,12;726
202504;2025-04-07;Radio Sljeme;LTV;33122,17;187
202504;2025-04-08;Private TV;LTV;80226,02;6767
202504;2025-04-09;RTL 2;CUTV;619300,58;8014
202504;2025-04-09;RTL Adria;LTV;12743,12;221
202504;2025-04-09;TV DALMACIJA;LTV;55779,63;1842
202504;2025-04-11;HRT 1;CUTV;683173,37;13306
202504;2025-04-12;Cinestar TV Comedy & Family;CUTV;53360,27;844
202504;2025-04-12;Disney Junior;LTV;206270,24;1931
202504;2025-04-12;Radio Top;LTV;79070,95;346
202504;2025-04-14;Radio HR1;LTV;24571,31;280
202504;2025-04-15;RTS Svet;LTV;142110,64;2070
202504;2025-04-16;Radio Extra FM;LTV;19713,14;114
202504;2025-04-17;Luxe TV;LTV;5083,98;262
202504;2025-04-18;Nova TV;LTV;19464130,8;119774
202504;2025-04-20;HBO 3;LTV;248502,41;6918
202504;2025-04-21;RTL Crime;CUTV;84056,74;1122
202504;2025-04-22;Doma TV;IR;71578,44;1056
202504;2025-04-23;Pink;LTV;195443,13;899
202504;2025-04-23;RTS 2;LTV;11189,82;595
202504;2025-04-24;RTL Living;IR;11833,88;225
202504;2025-04-25;Vivid Red;IR;548,58;109
202504;2025-04-26;Aurora TV;LTV;43108,09;2405
202504;2025-04-26;Diadora TV;LTV;32358,5;2216
202504;2025-04-27;ProSieben;LTV;9655,92;157
202504;2025-04-28;CNN Europe;LTV;93189,14;878
202504;2025-04-28;M1 Gold;LTV;104046,2;3449
202504;2025-04-29;HRT 3;LTV;1548680,16;25941
202504;2025-04-30;Nicktoons;CUTV;11122,54;222
202505;2025-05-01;Luxe TV;LTV;8085,99;311
202505;2025-05-02;Nova TV;LTV;25156930,29;129411
202505;2025-05-04;Cinemax 2;IR;10189,96;123
202505;2025-05-05;Cinestar TV Premiere 1;LTV;42032,55;1051
202505;2025-05-05;Klasik;IR;8047,22;162
202505;2025-05-06;Nick Jr. hrvatski;LTV;445357,95;3142
202505;2025-05-08;Mreža TV Zagreb;LTV;113923;2922
202505;2025-05-09;Maria Vision Međugorje;LTV;110873;1790
202505;2025-05-10;Aurora TV;LTV;81300,89;3433
202505;2025-05-10;Diadora TV;LTV;28471,93;1772
202505;2025-05-11;ProSieben;LTV;12230,38;187
202505;2025-05-12;CNN Europe;LTV;110966,89;841
202505;2025-05-12;M1 Gold;LTV;109510,67;3900
202505;2025-05-14;HRT 3;CUTV;134655,61;2777
202505;2025-05-15;RTL njemački;LTV;36926,68;340
202505;2025-05-16;TV Nova;LTV;32721,04;1784
202505;2025-05-16;TV SLO 1;LTV;20602,25;458
202505;2025-05-16;Vivid TV;IR;610,96;125
202505;2025-05-16;myZen.tv;LTV;4125,05;179
202505;2025-05-18;Arenasport 7;LTV;109554,33;3827
202505;2025-05-19;RTL Crime;LTV;1479421,92;21164
202505;2025-05-20;Club MTV;LTV;161264,33;829
202505;2025-05-20;Radio Otvoreni;LTV;123701,66;464
202505;2025-05-22;Arenasport 9;LTV;6765,26;211
202505;2025-05-22;Viasat Explore;CUTV;20837,95;324
202505;2025-05-23;Happy;LTV;399521,53;3705
202505;2025-05-24;MAXSport 1;LTV;3460410,83;54296
202505;2025-05-24;RAI 1;LTV;129578,73;819
202505;2025-05-25;Disney Channel;LTV;78727,08;1412
202505;2025-05-27;CineStar Action & Thriller;LTV;13944,46;256
202505;2025-05-27;Doku TV;LTV;530920,36;11230
202505;2025-05-27;TV Jadran;LTV;72373,72;2445
202505;2025-05-28;Arena Esport;LTV;16233,94;334
202505;2025-05-28;E! Entertainment;CUTV;7706,83;130
202505;2025-05-28;Nickelodeon hrvatski;IR;8007,79;238
202505;2025-05-28;Nicktoons;LTV;198507,12;1628
202505;2025-05-29;Pink Plus;LTV;148172,31;704
202505;2025-05-30;Cartoonito;CUTV;13483,65;215
202505;2025-05-31;Brazzers TV;CUTV;2506,9;244
202501;2025-01-01;Cinestar TV 2;IR;40812,11;542
202501;2025-01-02;HRT 2;LTV;11154758,03;106842
202501;2025-01-02;OTV;LTV;167083,92;2615
202501;2025-01-03;Cinemax;CUTV;29344,69;471
202501;2025-01-05;Nickelodeon hrvatski;LTV;1157978,43;7595
202501;2025-01-06;HBO;CUTV;104623,92;1272
202501;2025-01-06;Kanal Ri;LTV;40159,18;2031
202501;2025-01-06;PLAVA Vinkovačka;LTV;219376,1;4041
202501;2025-01-06;Pink BH;LTV;151576,42;1002
202501;2025-01-07;Arenasport 6;LTV;78957,34;1962
202501;2025-01-10;Cinestar TV Premiere 1;IR;30571,16;481
202501;2025-01-11;Al Jazeera;LTV;139370,22;3144
202501;2025-01-11;Arenasport 8;LTV;206048,08;6777
202501;2025-01-11;Cinestar TV Fantasy;CUTV;46108,28;652
202501;2025-01-11;MUZZIK mix;LTV;38963,28;950
202501;2025-01-11;Nick Jr. hrvatski;IR;17051,06;307
202501;2025-01-11;Tik Tak;LTV;2558,06;324
202501;2025-01-12;Radio yammatFM;LTV;24614,4;152
202501;2025-01-12;STAR Life;LTV;818919,06;15224
202501;2025-01-14;HRT 1;IR;241455,44;5447
202501;2025-01-14;Hustler TV;LTV;82916,75;7381
202501;2025-01-15;Cinestar TV Comedy & Family;IR;24298,77;392
202501;2025-01-15;History 2;LTV;621797,86;10636
202501;2025-01-15;Laudato TV;LTV;1049978;7890
202501;2025-01-16;Pickbox TV;LTV;1331679,75;22261
202501;2025-01-16;RTL Passion;LTV;179537,56;2440
202501;2025-01-17;N1;CUTV;23537,26;524
202501;2025-01-17;Radio Split;LTV;21866,41;153
202501;2025-01-17;Sportska Televizija;LTV;257668,57;10607
202501;2025-01-18;CGTN Documentary;LTV;48071,91;2701
202501;2025-01-19;Toon Kids;LTV;165861,57;1995
202501;2025-01-19;Z1;LTV;271271,39;8516
202501;2025-01-20;AMC;CUTV;52578;611
202501;2025-01-22;TV Zapad;LTV;27505,31;1666
202501;2025-01-24;Pink Extra;LTV;5008,79;181
202501;2025-01-24;RTL Crime;IR;35693,25;509
202501;2025-01-25;Private TV;CUTV;3663,28;369
202501;2025-01-28;RAI Scuola;LTV;8063,71;152
202501;2025-01-28;STAR;CUTV;80730,2;1217
202501;2025-01-29;3SAT;LTV;12990,68;187
202501;2025-01-29;Cinestar TV 2;CUTV;20719,3;326
202502;2025-02-01;N1;CUTV;14478,96;621
202502;2025-02-01;Radio Split;LTV;28774,94;181
202502;2025-02-01;Sportska Televizija;LTV;282410,97;11585
202502;2025-02-02;CGTN Documentary;LTV;46190,39;2107
202502;2025-02-03;Toon Kids;LTV;138417,96;1559
202502;2025-02-03;Z1;LTV;420109,48;9475
202502;2025-02-06;RTL;LTV;18801962,79;136046
202502;2025-02-07;Nautical Channel;LTV;21053,88;406
202502;2025-02-07;Trend TV;LTV;15534,78;1147
202502;2025-02-07;VTV;LTV;36328,41;1883
202502;2025-02-08;Cartoon Network;LTV;75982,46;840
202502;2025-02-08;HDTV;LTV;176833,31;1216
202502;2025-02-08;MAXSport 2;CUTV;5238,22;204
202502;2025-02-09;CineStar TV 1;CUTV;153075,81;1892
202502;2025-02-09;Cinestar TV Fantasy;LTV;666812,41;20330
202502;2025-02-12;RAI Scuola;LTV;4659,37;146
202502;2025-02-13;3SAT;LTV;13350,25;193
202502;2025-02-13;Cinestar TV 2;CUTV;22389,56;328
202502;2025-02-15;Balkanika;LTV;12844,52;461
202502;2025-02-16;Arenasport 1;LTV;5571287,61;55291
202502;2025-02-16;VOX;LTV;20053,9;238
202502;2025-02-17;CineStar TV Action & Thriller;LTV;1741964,62;27757
202502;2025-02-17;Cinestar Comedy & Family;LTV;4956,68;139
202502;2025-02-17;STAR Crime;LTV;1033709,96;10725
202502;2025-02-18;AMC;LTV;536153,17;11033
202502;2025-02-20;Arenasport 3;LTV;1237798,23;21103
202502;2025-02-20;Cinemax 2;IR;9288,25;166
202502;2025-02-20;Nat Geo Wild;IR;7482,85;132
202502;2025-02-20;STAR;LTV;681236,26;9820
202502;2025-02-21;Crime & Investigation;LTV;440087,72;4193
202502;2025-02-23;Kino TV;LTV;448555,21;15418
202502;2025-02-23;Nick Jr. hrvatski;CUTV;61117,74;856
202502;2025-02-25;Viasat Explore;IR;7238,49;123
202502;2025-02-26;HRT 1;CUTV;633002,2;12414
202502;2025-02-27;Cinestar TV Comedy & Family;CUTV;17541,48;313
202502;2025-02-27;Disney Junior;LTV;96444,33;1061
202502;2025-02-27;Radio Top;LTV;28934,94;134
202503;2025-03-01;CineStar TV Action & Thriller;LTV;889968,25;17045
202503;2025-03-01;Cinestar Comedy & Family;LTV;5173,49;182
202503;2025-03-01;STAR Crime;LTV;519478,12;6431
202503;2025-03-02;AMC;LTV;405449,8;9209
202503;2025-03-05;Mediaset Italia;LTV;34697,67;415
202503;2025-03-05;Radio Dalmacija;LTV;79841,06;376
202503;2025-03-06;Radio Sljeme;LTV;17903,51;113
202503;2025-03-07;Private TV;LTV;107305,01;5881
202503;2025-03-08;RTL 2;CUTV;369752,22;5108
202503;2025-03-08;RTL Adria;LTV;17449,69;242
202503;2025-03-08;TV DALMACIJA;LTV;28497,56;1627
202503;2025-03-10;HRT 1;CUTV;717185,95;12691
202503;2025-03-11;Cinestar TV Comedy & Family;CUTV;27858,09;522
202503;2025-03-11;Disney Junior;LTV;166982,79;1632
202503;2025-03-11;Radio Top;LTV;51511,81;242
202503;2025-03-12;Radio Marija;LTV;9638,19;104
202503;2025-03-13;Radio HR1;LTV;22164,44;304
202503;2025-03-14;RTS Svet;LTV;152291,17;2517
202503;2025-03-15;Radio Extra FM;LTV;19363,54;136
202503;2025-03-16;Luxe TV;LTV;6985,26;446
202503;2025-03-17;Nova TV;LTV;32579282,84;156175
202503;2025-03-20;RTL Crime;CUTV;112452,94;1470
202503;2025-03-21;Doma TV;IR;110108,19;1380
202503;2025-03-22;Pink;LTV;226840,7;1176
202503;2025-03-22;RTS 2;LTV;11571,58;872
202503;2025-03-23;RTL Living;IR;30687,67;597
202503;2025-03-24;Vivid Red;IR;1047,39;181
202503;2025-03-25;Aurora TV;LTV;51000;1886
202503;2025-03-25;Diadora TV;LTV;35944,25;1283
202503;2025-03-26;ProSieben;LTV;12357,07;148
202503;2025-03-27;CNN Europe;LTV;128033,12;966
202503;2025-03-27;M1 Gold;LTV;95575,96;3606
202503;2025-03-28;HRT 3;LTV;2385555,25;44451
202503;2025-03-31;HBO 2;IR;16339,81;234
202504;2025-04-01;Nova TV;LTV;33573458,16;147244
202504;2025-04-04;Cinestar TV Premiere 1;LTV;38115,19;869
202504;2025-04-04;Klasik;IR;10703,01;198
202504;2025-04-05;Nick Jr. hrvatski;LTV;504912,54;3363
202504;2025-04-07;Mreža TV Zagreb;LTV;124979,68;3344
202504;2025-04-08;HRT 1;LTV;29933879,75;143526
202504;2025-04-08;Maria Vision Međugorje;LTV;121965,29;1801
202504;2025-04-09;BBC Earth;CUTV;20557,42;408
202504;2025-04-09;Cinestar TV Comedy & Family;LTV;446529,63;11917
202504;2025-04-10;ProSieben;LTV;12407,47;146
202504;2025-04-11;CNN Europe;LTV;105235,22;891
202504;2025-04-11;M1 Gold;LTV;100041,07;3295
202504;2025-04-12;HRT 3;LTV;2671960,73;45469
202504;2025-04-14;Happy;CUTV;8393,99;139
202504;2025-04-14;RTL njemački;LTV;40292,92;359
202504;2025-04-15;TV Nova;LTV;22647,1;1113
202504;2025-04-15;TV SLO 1;LTV;13506,73;282
202504;2025-04-15;myZen.tv;LTV;3941,12;158
202504;2025-04-17;Arenasport 7;LTV;184761,51;8898
202504;2025-04-18;RTL Crime;LTV;974576,37;14444
202504;2025-04-19;Mini TV;CUTV;13842,52;275
202504;2025-04-21;Arenasport 9;LTV;12047,22;316
202504;2025-04-21;Viasat Explore;CUTV;18947,13;288
202504;2025-04-23;MAXSport 1;LTV;17797205,57;117848
202504;2025-04-23;RAI 1;LTV;97880,36;802
202504;2025-04-24;Disney Channel;LTV;73821,46;1189
202504;2025-04-24;HRT 2;IR;99652,29;1710
202504;2025-04-26;CineStar Action & Thriller;LTV;17314,68;348
202504;2025-04-26;Doku TV;LTV;474521,86;13122
202504;2025-04-26;TV Jadran;LTV;37516,04;1953
202504;2025-04-27;Arena Esport;LTV;15998,02;721
202504;2025-04-27;E! Entertainment;CUTV;6457,96;120
202504;2025-04-27;GP1;LTV;13710,09;732
202504;2025-04-27;Nickelodeon hrvatski;IR;7122,37;202
202504;2025-04-27;Nicktoons;LTV;153776,22;1594
202504;2025-04-28;Pink Plus;LTV;121491,01;681
202504;2025-04-29;BHT 1;LTV;33101,53;1270
202504;2025-04-30;Brazzers TV;CUTV;1996,24;321
202505;2025-05-01;Arenasport 7;LTV;87427,55;3395
202505;2025-05-02;RTL Crime;LTV;1011658,67;13971
202505;2025-05-03;Mini TV;CUTV;17039,2;320
202505;2025-05-04;Toxic Folk;LTV;50405,72;806
202505;2025-05-09;History;IR;5444,84;108
202505;2025-05-10;CineStar Action & Thriller;LTV;10841,71;256
202505;2025-05-10;Doku TV;LTV;482374,77;11703
202505;2025-05-10;TV Jadran;LTV;34489,97;1884
202505;2025-05-11;Arena Esport;LTV;12784,29;535
202505;2025-05-11;E! Entertainment;CUTV;9403,72;145
202505;2025-05-11;Nickelodeon hrvatski;IR;7230,29;238
202505;2025-05-11;Nicktoons;LTV;162403,87;1617
202505;2025-05-12;Pink Plus;LTV;167937,3;746
202505;2025-05-13;BHT 1;LTV;33081,7;1131
202505;2025-05-14;Nat Geo Wild;LTV;1073077,12;17641
202505;2025-05-15;Cinemax 2;CUTV;12180,74;191
202505;2025-05-16;Klasik;CUTV;82439,77;1695
202505;2025-05-18;Nickelodeon HD;CUTV;13973,06;276
202505;2025-05-19;Cinestar Fantasy;LTV;10962,01;240
202505;2025-05-19;Viasat Explore;LTV;658423,44;11940
202505;2025-05-20;HBO;IR;17616,65;292
202505;2025-05-20;Hustler TV;IR;1257,84;165
202505;2025-05-20;Vivid Red;CUTV;5974,45;703
202505;2025-05-21;Radio bravo!;LTV;141235,09;623
202505;2025-05-22;Pickbox TV;IR;39061,91;549
202505;2025-05-23;MTV Hits;LTV;171038,82;1028
202505;2025-05-26;Arenasport 2;LTV;957265,51;17209
202505;2025-05-26;Osječka TV;LTV;354009,94;5958
202505;2025-05-26;Viasat History;LTV;563843,13;11040
202505;2025-05-27;ADRIA MUSIC TELEVISION;LTV;20586,72;697
202505;2025-05-27;Cartoonito;LTV;120245,3;1294
202505;2025-05-27;HRT 4;IR;9817,67;448
202505;2025-05-27;Vivid TV;CUTV;4901,23;635
202505;2025-05-28;Baby TV;LTV;399796,49;2394
202505;2025-05-28;Brazzers TV;LTV;80725,5;7809
202505;2025-05-29;Epic Drama;CUTV;32330,98;474
202505;2025-05-30;Arenasport 4;LTV;493574,13;7165
202505;2025-05-30;History;LTV;1312943,74;18043
202505;2025-05-31;Arena Fight;CUTV;5792,81;137
202505;2025-05-31;N1;IR;2832,48;128
202505;2025-05-31;Viasat Nature;CUTV;5929,14;110
202501;2025-01-01;CGTN Documentary;LTV;50766,43;3029
202501;2025-01-02;Toon Kids;LTV;169107,19;1823
202501;2025-01-02;Z1;LTV;379557,55;6355
202501;2025-01-05;RTL;LTV;13426467,54;144498
202501;2025-01-06;Nautical Channel;LTV;19769,9;559
202501;2025-01-06;Trend TV;LTV;27960,26;1532
202501;2025-01-06;VTV;LTV;34891,72;2251
202501;2025-01-07;Cartoon Network;LTV;68988,89;649
202501;2025-01-08;CineStar TV 1;CUTV;98152,24;1271
202501;2025-01-08;Cinestar TV Fantasy;LTV;584230,38;16376
202501;2025-01-09;Pickbox 2;LTV;23238,23;274
202501;2025-01-11;Nickelodeon engleski;CUTV;1790,02;106
202501;2025-01-11;RAI Scuola;LTV;6249,39;166
202501;2025-01-11;STAR;CUTV;104310,45;1488
202501;2025-01-12;3SAT;LTV;15649,1;255
202501;2025-01-12;Cinestar TV 2;CUTV;31102,3;462
202501;2025-01-14;Balkanika;LTV;17407,29;297
202501;2025-01-15;Arenasport 1;LTV;3697164,59;33774
202501;2025-01-15;VOX;LTV;18434,43;208
202501;2025-01-16;CineStar TV Action & Thriller;LTV;1154461,94;24018
202501;2025-01-16;Cinestar Comedy & Family;LTV;3861,69;122
202501;2025-01-16;STAR Crime;LTV;982607,77;10521
202501;2025-01-17;AMC;LTV;510636,6;8264
202501;2025-01-20;Crime & Investigation;LTV;542338,66;4885
202501;2025-01-22;Kino TV;LTV;271813,82;9151
202501;2025-01-22;Nick Jr. hrvatski;CUTV;58087,34;869
202501;2025-01-24;Viasat Explore;IR;5615,05;108
202501;2025-01-25;HRT 1;CUTV;546405,72;10473
202501;2025-01-26;Cinestar TV Comedy & Family;CUTV;51837,15;723
202501;2025-01-26;Disney Junior;LTV;200235,54;2510
202501;2025-01-26;Radio Top;LTV;69745,43;381
202501;2025-01-27;Radio Marija;LTV;11059;110
202501;2025-01-28;Radio HR1;LTV;24365,9;302
202501;2025-01-29;RTS Svet;LTV;129076,13;2155
202501;2025-01-30;RTL njemački;LTV;38260,39;312
202501;2025-01-30;Radio Katolicki;LTV;25226,4;158
202501;2025-01-31;Vivid TV;IR;918,91;155
202501;2025-01-31;myZen.tv;LTV;2585,8;165
202502;2025-02-01;AMC;LTV;552929,93;9954
202502;2025-02-04;Mediaset Italia;LTV;93554,58;618
202502;2025-02-04;Radio Dalmacija;LTV;129470,2;585
202502;2025-02-05;Radio Sljeme;LTV;32423,06;204
202502;2025-02-06;Private TV;LTV;81164,33;7051
202502;2025-02-07;RTL 2;CUTV;601690,76;8056
202502;2025-02-07;RTL Adria;LTV;14629,97;261
202502;2025-02-07;TV DALMACIJA;LTV;89202,69;2538
202502;2025-02-09;Libertas TV;LTV;134274,78;2778
202502;2025-02-09;Nickelodeon engleski;LTV;31480,1;701
202502;2025-02-10;Cinestar TV Comedy & Family;CUTV;34145,55;575
202502;2025-02-10;Disney Junior;LTV;206035,18;1890
202502;2025-02-10;Radio Top;LTV;64452,85;294
202502;2025-02-11;Radio Marija;LTV;9263,85;101
202502;2025-02-12;Radio HR1;LTV;17157,34;241
202502;2025-02-13;RTS Svet;LTV;114743,65;2068
202502;2025-02-14;Radio Extra FM;LTV;17629,39;129
